,index,Series,Year,Value,Country
5568,MUS,General Government Debt (% of GDP),2028,67.7,Mauritius
5569,MWI,General Government Debt (% of GDP),2028,56.6,Malawi
5570,MYS,General Government Debt (% of GDP),2028,70.0,Malaysia
5571,NAM,General Government Debt (% of GDP),2028,61.0,Namibia
5573,NER,General Government Debt (% of GDP),2028,46.3,Niger
5574,NGA,General Government Debt (% of GDP),2028,43.1,Nigeria
5575,NIC,General Government Debt (% of GDP),2028,46.1,Nicaragua
5579,NPL,General Government Debt (% of GDP),2028,49.9,Nepal
5580,NRU,General Government Debt (% of GDP),2028,14.7,Nauru
5585,PAK,General Government Debt (% of GDP),2028,66.1,Pakistan
5586,PAN,General Government Debt (% of GDP),2028,50.3,Panama
5587,PER,General Government Debt (% of GDP),2028,31.9,Peru
5588,PHL,General Government Debt (% of GDP),2028,52.6,Philippines
5590,PNG,General Government Debt (% of GDP),2028,39.3,Papua New Guinea
5594,PRY,General Government Debt (% of GDP),2028,36.7,Paraguay
5598,RWA,General Government Debt (% of GDP),2028,62.9,Rwanda
5601,SDN,General Government Debt (% of GDP),2028,157.7,Sudan
5602,SEN,General Government Debt (% of GDP),2028,65.0,Senegal
5605,SLB,General Government Debt (% of GDP),2028,32.2,Solomon Islands
5606,SLE,General Government Debt (% of GDP),2028,65.8,Sierra Leone
5607,SLV,General Government Debt (% of GDP),2028,83.9,El Salvador
5610,SRB,General Government Debt (% of GDP),2028,38.9,Serbia
5612,SSD,General Government Debt (% of GDP),2028,29.7,South Sudan
5614,STP,General Government Debt (% of GDP),2028,46.7,Sao Tome and Principe
5615,SUR,General Government Debt (% of GDP),2028,78.9,Suriname
5619,SWZ,General Government Debt (% of GDP),2028,41.1,Eswatini
5621,SYR,General Government Debt (% of GDP),2028,,Syrian Arab Republic
5622,TCD,General Government Debt (% of GDP),2028,28.8,Chad
5623,TGO,General Government Debt (% of GDP),2028,64.4,Togo
5624,THA,General Government Debt (% of GDP),2028,57.3,Thailand
5625,TJK,General Government Debt (% of GDP),2028,28.9,Tajikistan
5626,TKM,General Government Debt (% of GDP),2028,2.4,Turkmenistan
5627,TLS,General Government Debt (% of GDP),2028,26.8,Timor-Leste
5628,TON,General Government Debt (% of GDP),2028,69.0,Tonga
5630,TUN,General Government Debt (% of GDP),2028,71.1,Tunisia
5631,TUR,General Government Debt (% of GDP),2028,42.3,Türkiye
5632,TUV,General Government Debt (% of GDP),2028,23.5,Tuvalu
5634,TZA,General Government Debt (% of GDP),2028,34.0,Tanzania
5635,UGA,General Government Debt (% of GDP),2028,36.7,Uganda
5636,UKR,General Government Debt (% of GDP),2028,,Ukraine
5640,UZB,General Government Debt (% of GDP),2028,27.1,Uzbekistan
5641,VCT,General Government Debt (% of GDP),2028,77.9,Saint Vincent and the Grenadines
5642,VEN,General Government Debt (% of GDP),2028,,Venezuela
5643,VNM,General Government Debt (% of GDP),2028,31.3,Viet Nam
5644,VUT,General Government Debt (% of GDP),2028,64.1,Vanuatu
5649,WSM,General Government Debt (% of GDP),2028,41.2,Samoa
5650,YEM,General Government Debt (% of GDP),2028,30.6,Yemen
5651,ZAF,General Government Debt (% of GDP),2028,84.9,South Africa
5652,ZMB,General Government Debt (% of GDP),2028,,Zambia
5653,ZWE,General Government Debt (% of GDP),2028,72.7,Zimbabwe
5656,AFG,Real GDP Growth (in %),2028,,Afghanistan
5658,AGO,Real GDP Growth (in %),2028,4.2,Angola
5659,ALB,Real GDP Growth (in %),2028,3.4,Albania
5663,ARG,Real GDP Growth (in %),2028,2.0,Argentina
5664,ARM,Real GDP Growth (in %),2028,4.5,Armenia
5666,ATG,Real GDP Growth (in %),2028,2.7,Antigua and Barbuda
5669,AZE,Real GDP Growth (in %),2028,2.6,Azerbaijan
5671,BDI,Real GDP Growth (in %),2028,5.5,Burundi
5673,BEN,Real GDP Growth (in %),2028,5.9,Benin
5674,BFA,Real GDP Growth (in %),2028,5.2,Burkina Faso
5675,BGD,Real GDP Growth (in %),2028,7.0,Bangladesh
5679,BIH,Real GDP Growth (in %),2028,3.0,Bosnia and Herzegovina
5680,BLR,Real GDP Growth (in %),2028,0.7,Belarus
5681,BLZ,Real GDP Growth (in %),2028,2.0,Belize
5682,BOL,Real GDP Growth (in %),2028,2.3,Bolivia
5683,BRA,Real GDP Growth (in %),2028,2.0,Brazil
5686,BTN,Real GDP Growth (in %),2028,3.9,Bhutan
5687,BWA,Real GDP Growth (in %),2028,4.0,Botswana
5688,CAF,Real GDP Growth (in %),2028,3.3,Central African Republic
5694,CHN,Real GDP Growth (in %),2028,3.4,China (People's Republic of)
5695,CIV,Real GDP Growth (in %),2028,6.0,Côte d'Ivoire
5697,CMR,Real GDP Growth (in %),2028,4.7,Cameroon
5698,COD,Real GDP Growth (in %),2028,6.5,Democratic Republic of the Congo
5699,COG,Real GDP Growth (in %),2028,4.0,Congo
5700,COL,Real GDP Growth (in %),2028,3.3,Colombia
5701,COM,Real GDP Growth (in %),2028,4.2,Comoros
5702,CPV,Real GDP Growth (in %),2028,4.5,Cabo Verde
5703,CRI,Real GDP Growth (in %),2028,3.2,Costa Rica
5708,DJI,Real GDP Growth (in %),2028,5.0,Djibouti
5709,DMA,Real GDP Growth (in %),2028,2.7,Dominica
5711,DOM,Real GDP Growth (in %),2028,5.0,Dominican Republic
5712,DZA,Real GDP Growth (in %),2028,1.8,Algeria
5714,ECU,Real GDP Growth (in %),2028,2.8,Ecuador
5717,EGY,Real GDP Growth (in %),2028,6.0,Egypt
5718,ERI,Real GDP Growth (in %),2028,2.9,Eritrea
5721,ETH,Real GDP Growth (in %),2028,7.0,Ethiopia
5726,FJI,Real GDP Growth (in %),2028,3.5,Fiji
5728,FSM,Real GDP Growth (in %),2028,0.6,Micronesia
5729,GAB,Real GDP Growth (in %),2028,3.5,Gabon
5731,GEO,Real GDP Growth (in %),2028,5.2,Georgia
5732,GHA,Real GDP Growth (in %),2028,5.0,Ghana
5733,GIN,Real GDP Growth (in %),2028,5.0,Guinea
5734,GMB,Real GDP Growth (in %),2028,5.0,Gambia
5735,GNB,Real GDP Growth (in %),2028,4.5,Guinea-Bissau
5736,GNQ,Real GDP Growth (in %),2028,-0.3,Equatorial Guinea
5738,GRD,Real GDP Growth (in %),2028,2.8,Grenada
5739,GTM,Real GDP Growth (in %),2028,3.9,Guatemala
5740,GUY,Real GDP Growth (in %),2028,3.3,Guyana
5742,HND,Real GDP Growth (in %),2028,3.9,Honduras
5744,HTI,Real GDP Growth (in %),2028,1.5,Haiti
5746,IDN,Real GDP Growth (in %),2028,5.0,Indonesia
5747,IND,Real GDP Growth (in %),2028,6.0,India
5749,IRN,Real GDP Growth (in %),2028,2.0,Iran
5750,IRQ,Real GDP Growth (in %),2028,2.2,Iraq
5754,JAM,Real GDP Growth (in %),2028,1.6,Jamaica
5755,JOR,Real GDP Growth (in %),2028,3.0,Jordan
5757,KAZ,Real GDP Growth (in %),2028,2.8,Kazakhstan
5758,KEN,Real GDP Growth (in %),2028,5.5,Kenya
5759,KGZ,Real GDP Growth (in %),2028,4.0,Kyrgyzstan
5760,KHM,Real GDP Growth (in %),2028,6.3,Cambodia
5761,KIR,Real GDP Growth (in %),2028,2.1,Kiribati
5765,LAO,Real GDP Growth (in %),2028,4.5,Lao People's Democratic Republic
5766,LBN,Real GDP Growth (in %),2028,,Lebanon
5767,LBR,Real GDP Growth (in %),2028,5.4,Liberia
5768,LBY,Real GDP Growth (in %),2028,4.7,Libya
5769,LCA,Real GDP Growth (in %),2028,1.5,Saint Lucia
5770,LKA,Real GDP Growth (in %),2028,3.1,Sri Lanka
5771,LSO,Real GDP Growth (in %),2028,1.1,Lesotho
5777,MAR,Real GDP Growth (in %),2028,3.4,Morocco
5778,MDA,Real GDP Growth (in %),2028,5.1,Moldova
5779,MDG,Real GDP Growth (in %),2028,4.5,Madagascar
5780,MDV,Real GDP Growth (in %),2028,5.1,Maldives
5783,MEX,Real GDP Growth (in %),2028,1.8,Mexico
5784,MHL,Real GDP Growth (in %),2028,1.5,Marshall Islands
5785,MKD,Real GDP Growth (in %),2028,3.5,North Macedonia
5786,MLI,Real GDP Growth (in %),2028,5.0,Mali
5788,MMR,Real GDP Growth (in %),2028,3.4,Myanmar
5789,MNE,Real GDP Growth (in %),2028,3.0,Montenegro
5790,MNG,Real GDP Growth (in %),2028,5.0,Mongolia
5791,MOZ,Real GDP Growth (in %),2028,14.5,Mozambique
5792,MRT,Real GDP Growth (in %),2028,4.0,Mauritania
5793,MUS,Real GDP Growth (in %),2028,3.3,Mauritius
5794,MWI,Real GDP Growth (in %),2028,4.6,Malawi
5795,MYS,Real GDP Growth (in %),2028,3.9,Malaysia
5796,NAM,Real GDP Growth (in %),2028,2.6,Namibia
5798,NER,Real GDP Growth (in %),2028,6.0,Niger
5799,NGA,Real GDP Growth (in %),2028,3.0,Nigeria
5800,NIC,Real GDP Growth (in %),2028,3.5,Nicaragua
5804,NPL,Real GDP Growth (in %),2028,5.2,Nepal
5805,NRU,Real GDP Growth (in %),2028,2.2,Nauru
5810,PAK,Real GDP Growth (in %),2028,5.0,Pakistan
5811,PAN,Real GDP Growth (in %),2028,4.0,Panama
5812,PER,Real GDP Growth (in %),2028,3.0,Peru
5813,PHL,Real GDP Growth (in %),2028,6.4,Philippines
5815,PLW,Real GDP Growth (in %),2028,3.2,Palau
5816,PNG,Real GDP Growth (in %),2028,3.1,Papua New Guinea
5820,PRY,Real GDP Growth (in %),2028,3.5,Paraguay
5824,RWA,Real GDP Growth (in %),2028,7.3,Rwanda
5827,SDN,Real GDP Growth (in %),2028,3.0,Sudan
5828,SEN,Real GDP Growth (in %),2028,6.5,Senegal
5831,SLB,Real GDP Growth (in %),2028,3.0,Solomon Islands
5832,SLE,Real GDP Growth (in %),2028,4.6,Sierra Leone
5833,SLV,Real GDP Growth (in %),2028,2.1,El Salvador
5836,SOM,Real GDP Growth (in %),2028,4.3,Somalia
5837,SRB,Real GDP Growth (in %),2028,4.0,Serbia
5839,SSD,Real GDP Growth (in %),2028,4.4,South Sudan
5841,STP,Real GDP Growth (in %),2028,3.7,Sao Tome and Principe
5842,SUR,Real GDP Growth (in %),2028,3.0,Suriname
5846,SWZ,Real GDP Growth (in %),2028,2.4,Eswatini
5848,SYR,Real GDP Growth (in %),2028,,Syrian Arab Republic
5849,TCD,Real GDP Growth (in %),2028,3.7,Chad
5850,TGO,Real GDP Growth (in %),2028,5.5,Togo
5851,THA,Real GDP Growth (in %),2028,3.1,Thailand
5852,TJK,Real GDP Growth (in %),2028,4.0,Tajikistan
5853,TKM,Real GDP Growth (in %),2028,2.3,Turkmenistan
5854,TLS,Real GDP Growth (in %),2028,3.0,Timor-Leste
5855,TON,Real GDP Growth (in %),2028,1.8,Tonga
5857,TUN,Real GDP Growth (in %),2028,2.6,Tunisia
5858,TUR,Real GDP Growth (in %),2028,3.0,Türkiye
5859,TUV,Real GDP Growth (in %),2028,2.2,Tuvalu
5861,TZA,Real GDP Growth (in %),2028,7.0,Tanzania
5862,UGA,Real GDP Growth (in %),2028,6.3,Uganda
5863,UKR,Real GDP Growth (in %),2028,,Ukraine
5867,UZB,Real GDP Growth (in %),2028,5.5,Uzbekistan
5868,VCT,Real GDP Growth (in %),2028,2.7,Saint Vincent and the Grenadines
5869,VEN,Real GDP Growth (in %),2028,,Venezuela
5870,VNM,Real GDP Growth (in %),2028,6.7,Viet Nam
5871,VUT,Real GDP Growth (in %),2028,2.5,Vanuatu
5877,WSM,Real GDP Growth (in %),2028,2.3,Samoa
5878,YEM,Real GDP Growth (in %),2028,5.5,Yemen
5879,ZAF,Real GDP Growth (in %),2028,1.4,South Africa
5880,ZMB,Real GDP Growth (in %),2028,5.1,Zambia
5881,ZWE,Real GDP Growth (in %),2028,2.9,Zimbabwe
5884,AFG,Current account balance (% of GDP),2028,,Afghanistan
5886,AGO,Current account balance (% of GDP),2028,0.8,Angola
5887,ALB,Current account balance (% of GDP),2028,-7.3,Albania
5891,ARG,Current account balance (% of GDP),2028,1.0,Argentina
5892,ARM,Current account balance (% of GDP),2028,-4.5,Armenia
5894,ATG,Current account balance (% of GDP),2028,-10.0,Antigua and Barbuda
5897,AZE,Current account balance (% of GDP),2028,8.0,Azerbaijan
5899,BDI,Current account balance (% of GDP),2028,-8.7,Burundi
5901,BEN,Current account balance (% of GDP),2028,-4.2,Benin
5902,BFA,Current account balance (% of GDP),2028,-2.8,Burkina Faso
5903,BGD,Current account balance (% of GDP),2028,-3.0,Bangladesh
5907,BIH,Current account balance (% of GDP),2028,-3.3,Bosnia and Herzegovina
5908,BLR,Current account balance (% of GDP),2028,0.5,Belarus
5909,BLZ,Current account balance (% of GDP),2028,-7.1,Belize
5910,BOL,Current account balance (% of GDP),2028,-3.5,Bolivia
5911,BRA,Current account balance (% of GDP),2028,-2.4,Brazil
5914,BTN,Current account balance (% of GDP),2028,-6.6,Bhutan
5915,BWA,Current account balance (% of GDP),2028,4.5,Botswana
5916,CAF,Current account balance (% of GDP),2028,-6.6,Central African Republic
5922,CHN,Current account balance (% of GDP),2028,0.4,China (People's Republic of)
5923,CIV,Current account balance (% of GDP),2028,-3.8,Côte d'Ivoire
5925,CMR,Current account balance (% of GDP),2028,-2.5,Cameroon
5926,COD,Current account balance (% of GDP),2028,-1.6,Democratic Republic of the Congo
5927,COG,Current account balance (% of GDP),2028,0.7,Congo
5928,COL,Current account balance (% of GDP),2028,-4.0,Colombia
5929,COM,Current account balance (% of GDP),2028,-4.5,Comoros
5930,CPV,Current account balance (% of GDP),2028,-3.8,Cabo Verde
5931,CRI,Current account balance (% of GDP),2028,-2.8,Costa Rica
5936,DJI,Current account balance (% of GDP),2028,1.3,Djibouti
5937,DMA,Current account balance (% of GDP),2028,-12.7,Dominica
5939,DOM,Current account balance (% of GDP),2028,-3.3,Dominican Republic
5940,DZA,Current account balance (% of GDP),2028,-5.8,Algeria
5942,ECU,Current account balance (% of GDP),2028,2.0,Ecuador
5945,EGY,Current account balance (% of GDP),2028,-2.4,Egypt
5946,ERI,Current account balance (% of GDP),2028,9.7,Eritrea
5949,ETH,Current account balance (% of GDP),2028,-1.7,Ethiopia
5954,FJI,Current account balance (% of GDP),2028,-8.3,Fiji
5956,FSM,Current account balance (% of GDP),2028,-6.5,Micronesia
5957,GAB,Current account balance (% of GDP),2028,-3.4,Gabon
5959,GEO,Current account balance (% of GDP),2028,-4.7,Georgia
5960,GHA,Current account balance (% of GDP),2028,-3.3,Ghana
5961,GIN,Current account balance (% of GDP),2028,-2.7,Guinea
5962,GMB,Current account balance (% of GDP),2028,-9.1,Gambia
5963,GNB,Current account balance (% of GDP),2028,-4.0,Guinea-Bissau
5964,GNQ,Current account balance (% of GDP),2028,-7.3,Equatorial Guinea
5966,GRD,Current account balance (% of GDP),2028,-10.8,Grenada
5967,GTM,Current account balance (% of GDP),2028,0.4,Guatemala
5968,GUY,Current account balance (% of GDP),2028,21.4,Guyana
5970,HND,Current account balance (% of GDP),2028,-3.5,Honduras
5972,HTI,Current account balance (% of GDP),2028,-1.2,Haiti
5974,IDN,Current account balance (% of GDP),2028,-1.5,Indonesia
5975,IND,Current account balance (% of GDP),2028,-2.5,India
5977,IRN,Current account balance (% of GDP),2028,2.2,Iran
5978,IRQ,Current account balance (% of GDP),2028,-4.6,Iraq
5982,JAM,Current account balance (% of GDP),2028,-2.0,Jamaica
5983,JOR,Current account balance (% of GDP),2028,-2.0,Jordan
5985,KAZ,Current account balance (% of GDP),2028,-3.1,Kazakhstan
5986,KEN,Current account balance (% of GDP),2028,-4.9,Kenya
5987,KGZ,Current account balance (% of GDP),2028,-7.2,Kyrgyzstan
5988,KHM,Current account balance (% of GDP),2028,-7.0,Cambodia
5989,KIR,Current account balance (% of GDP),2028,6.4,Kiribati
5993,LAO,Current account balance (% of GDP),2028,-5.8,Lao People's Democratic Republic
5994,LBN,Current account balance (% of GDP),2028,,Lebanon
5995,LBR,Current account balance (% of GDP),2028,-14.6,Liberia
5996,LBY,Current account balance (% of GDP),2028,-4.2,Libya
5997,LCA,Current account balance (% of GDP),2028,0.1,Saint Lucia
5998,LKA,Current account balance (% of GDP),2028,-1.3,Sri Lanka
5999,LSO,Current account balance (% of GDP),2028,-2.7,Lesotho
6005,MAR,Current account balance (% of GDP),2028,-3.0,Morocco
6006,MDA,Current account balance (% of GDP),2028,-8.3,Moldova
6007,MDG,Current account balance (% of GDP),2028,-3.5,Madagascar
6008,MDV,Current account balance (% of GDP),2028,-8.5,Maldives
6011,MEX,Current account balance (% of GDP),2028,-1.0,Mexico
6012,MHL,Current account balance (% of GDP),2028,-3.6,Marshall Islands
6013,MKD,Current account balance (% of GDP),2028,-3.5,North Macedonia
6014,MLI,Current account balance (% of GDP),2028,-4.5,Mali
6016,MMR,Current account balance (% of GDP),2028,-1.0,Myanmar
6017,MNE,Current account balance (% of GDP),2028,-12.5,Montenegro
6018,MNG,Current account balance (% of GDP),2028,-10.3,Mongolia
6019,MOZ,Current account balance (% of GDP),2028,-15.2,Mozambique
6020,MRT,Current account balance (% of GDP),2028,-4.2,Mauritania
6021,MUS,Current account balance (% of GDP),2028,-4.6,Mauritius
6022,MWI,Current account balance (% of GDP),2028,-9.2,Malawi
6023,MYS,Current account balance (% of GDP),2028,3.0,Malaysia
6024,NAM,Current account balance (% of GDP),2028,-3.0,Namibia
6026,NER,Current account balance (% of GDP),2028,-9.0,Niger
6027,NGA,Current account balance (% of GDP),2028,-0.2,Nigeria
6028,NIC,Current account balance (% of GDP),2028,-2.2,Nicaragua
6032,NPL,Current account balance (% of GDP),2028,-4.1,Nepal
6033,NRU,Current account balance (% of GDP),2028,-1.1,Nauru
6038,PAK,Current account balance (% of GDP),2028,-2.5,Pakistan
6039,PAN,Current account balance (% of GDP),2028,-2.6,Panama
6040,PER,Current account balance (% of GDP),2028,-1.5,Peru
6041,PHL,Current account balance (% of GDP),2028,-0.7,Philippines
6043,PLW,Current account balance (% of GDP),2028,-23.7,Palau
6044,PNG,Current account balance (% of GDP),2028,22.5,Papua New Guinea
6047,PRY,Current account balance (% of GDP),2028,-1.1,Paraguay
6051,RWA,Current account balance (% of GDP),2028,-8.3,Rwanda
6054,SDN,Current account balance (% of GDP),2028,-7.5,Sudan
6055,SEN,Current account balance (% of GDP),2028,-4.6,Senegal
6058,SLB,Current account balance (% of GDP),2028,-6.8,Solomon Islands
6059,SLE,Current account balance (% of GDP),2028,-3.8,Sierra Leone
6060,SLV,Current account balance (% of GDP),2028,-5.6,El Salvador
6063,SOM,Current account balance (% of GDP),2028,-14.0,Somalia
6064,SRB,Current account balance (% of GDP),2028,-4.5,Serbia
6066,SSD,Current account balance (% of GDP),2028,0.5,South Sudan
6068,STP,Current account balance (% of GDP),2028,-6.9,Sao Tome and Principe
6069,SUR,Current account balance (% of GDP),2028,-2.2,Suriname
6073,SWZ,Current account balance (% of GDP),2028,2.8,Eswatini
6075,SYR,Current account balance (% of GDP),2028,,Syrian Arab Republic
6076,TCD,Current account balance (% of GDP),2028,-5.4,Chad
6077,TGO,Current account balance (% of GDP),2028,-2.7,Togo
6078,THA,Current account balance (% of GDP),2028,3.4,Thailand
6079,TJK,Current account balance (% of GDP),2028,-2.9,Tajikistan
